B,G,R
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
84,58,0
84,58,0
85,59,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
86,60,0
86,59,2
85,58,1
85,58,1
86,59,2
85,58,1
83,56,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
84,57,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
85,58,1
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,60,0
85,60,0
86,61,0
87,62,0
87,62,0
86,61,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
84,57,0
85,58,1
85,58,1
84,57,0
85,58,1
86,59,2
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
80,58,0
80,58,0
80,58,0
80,58,0
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,61,0
86,61,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
84,58,0
85,59,0
86,60,0
86,60,0
87,61,1
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,58,1
86,59,2
85,58,1
84,57,0
84,57,0
83,56,0
84,57,0
85,58,1
86,59,2
85,58,1
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
86,59,2
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
87,61,1
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
84,57,0
85,58,1
85,58,1
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
80,58,0
80,58,0
80,58,0
81,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,61,0
86,61,0
86,60,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,58,1
86,59,2
86,59,2
84,57,0
84,57,0
83,56,0
84,57,0
85,58,1
86,59,2
86,59,2
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
85,59,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
87,61,1
87,61,1
87,61,1
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
84,57,0
85,58,1
85,58,1
83,56,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
80,58,0
80,58,0
80,58,0
81,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
85,59,0
86,60,0
87,61,1
86,59,2
85,58,1
85,58,1
84,57,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
86,59,2
85,58,1
85,58,1
84,57,0
83,56,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
84,58,0
84,58,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
84,57,0
84,57,0
85,58,1
83,56,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
80,58,0
80,58,0
81,59,1
81,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
81,57,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
85,59,0
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
87,61,1
86,59,2
85,58,1
85,58,1
84,57,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
86,59,2
85,58,1
84,57,0
83,56,0
82,55,0
83,56,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
84,58,0
84,58,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
86,59,2
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
84,57,0
85,58,1
85,58,1
83,56,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
80,58,0
80,58,0
81,59,1
81,59,1
83,59,1
82,58,0
82,58,0
81,57,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
81,59,1
81,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
87,61,1
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
87,61,1
86,60,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
85,58,1
85,58,1
84,57,0
83,56,0
83,56,0
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
84,57,0
85,58,1
86,59,2
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
87,61,1
87,61,1
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
86,59,2
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
85,58,1
85,58,1
85,58,1
84,57,0
84,57,0
85,58,1
85,58,1
84,57,0
85,58,1
85,58,1
83,56,0
83,56,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
80,58,0
80,58,0
81,59,1
81,59,1
83,59,1
82,58,0
81,57,0
80,56,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
84,60,2
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
82,58,0
83,59,1
83,59,1
83,59,1
81,59,1
80,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,59,0
84,58,0
84,58,0
84,57,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
87,61,1
87,61,1
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
85,59,0
85,58,1
85,58,1
85,58,1
86,59,2
85,58,1
84,57,0
85,58,1
86,59,2
85,58,1
85,58,1
84,57,0
83,56,0
84,57,0
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
84,58,0
85,59,0
86,60,0
87,61,1
88,62,2
88,62,2
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
84,58,0
84,58,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
86,59,2
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
86,59,2
86,59,2
85,58,1
85,58,1
85,58,1
84,57,0
84,57,0
85,58,1
85,58,1
84,57,0
85,58,1
85,58,1
84,57,0
83,56,0
83,56,0
84,57,0
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
81,59,1
81,59,1
82,60,2
83,61,3
83,59,1
82,58,0
81,57,0
81,57,0
82,58,0
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
81,57,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
84,60,2
85,61,3
84,60,2
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
83,59,1
83,59,0
83,59,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
87,61,1
87,61,1
87,61,1
87,61,1
86,60,0
85,59,0
84,58,0
85,59,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
84,57,0
84,57,0
86,59,2
86,59,2
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
86,60,0
85,59,0
85,59,0
86,60,0
85,59,0
84,58,0
84,58,0
84,58,0
84,58,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
87,61,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
85,58,1
85,58,1
86,59,2
86,59,2
85,58,1
84,57,0
84,57,0
84,57,0
86,59,2
85,58,1
84,57,0
84,57,0
85,58,1
86,59,2
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
86,59,2
85,59,0
84,58,0
85,59,0
85,59,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
84,58,0
84,58,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
87,61,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
83,56,0
83,56,0
84,57,0
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,58,1
85,59,0
84,58,0
84,58,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
81,59,1
81,59,1
81,59,1
82,60,2
84,60,2
82,58,0
81,57,0
81,57,0
82,58,0
82,58,0
83,59,1
82,58,0
82,58,0
81,57,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
83,59,1
84,60,2
84,60,2
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
82,58,0
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
83,59,1
82,58,0
82,58,0
83,59,1
83,59,0
83,59,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
87,61,1
86,60,0
85,59,0
85,59,0
86,60,0
86,60,0
